,first_node,second_node,weight,dist,dif_genus_species
362,57.0,837.0,2.0,39.29697216099385,2.0
363,57.0,838.0,2.0,34.37543700289193,2.0
364,57.0,839.0,4.0,24.49588351619268,2.0
365,57.0,840.0,4.0,15.580883440459031,2.0
366,58.0,802.0,2.0,39.465160488549316,2.0
367,58.0,803.0,2.0,32.73343832006862,2.0
368,58.0,804.0,2.0,38.2476561815863,2.0
369,58.0,805.0,2.0,42.85623798757517,2.0
370,58.0,806.0,4.0,24.806714104489945,2.0
371,58.0,807.0,4.0,6.021377837682342,2.0
372,58.0,836.0,2.0,35.308469157994075,2.0
373,58.0,837.0,2.0,33.26790055580183,2.0
374,58.0,838.0,2.0,28.44398646605095,2.0
375,58.0,839.0,4.0,19.410664327348453,2.0
376,58.0,840.0,4.0,7.530432032114932,2.0
377,59.0,802.0,2.0,31.210948459415008,2.0
378,59.0,803.0,4.0,24.706433498650657,2.0
379,59.0,804.0,2.0,32.741079772521786,2.0
380,59.0,805.0,2.0,37.531274096213735,2.0
381,59.0,806.0,2.0,25.501657907500608,2.0
382,59.0,807.0,4.0,12.087144940575355,2.0
383,59.0,836.0,2.0,27.72279438501462,2.0
384,59.0,837.0,2.0,28.245391522364198,2.0
385,59.0,838.0,4.0,23.796835821891108,2.0
386,59.0,839.0,4.0,16.71951121919136,2.0
387,59.0,840.0,4.0,5.682812707523489,2.0
388,60.0,64.0,4.0,16.02408239093437,2.0
389,60.0,65.0,4.0,21.04325354671982,2.0
390,60.0,66.0,2.0,27.140861617190332,2.0
391,60.0,67.0,2.0,33.80455561196974,2.0
392,60.0,68.0,2.0,42.09888859627215,2.0
393,60.0,777.0,2.0,43.28214193269376,2.0
394,60.0,778.0,2.0,40.09358948811089,2.0
395,60.0,779.0,2.0,45.652260774972646,2.0
396,60.0,780.0,2.0,39.30246347971087,2.0
397,60.0,781.0,2.0,29.547658814613165,2.0
398,60.0,782.0,2.0,25.90459583625739,2.0
399,60.0,783.0,4.0,22.741309232640248,2.0
400,60.0,784.0,4.0,21.121801836120127,2.0
401,60.0,785.0,4.0,17.323851599006886,2.0
402,60.0,786.0,4.0,14.797580836580527,2.0
403,60.0,787.0,4.0,8.389383415324273,2.0
404,60.0,788.0,4.0,15.505238965713215,2.0
405,60.0,789.0,4.0,19.395549364433723,2.0
406,60.0,790.0,4.0,18.562761205102486,2.0
407,60.0,791.0,2.0,25.089787449684785,2.0
408,60.0,792.0,2.0,26.32942963989381,2.0
409,60.0,793.0,2.0,30.413756995490008,2.0
410,60.0,794.0,2.0,49.67216270774655,2.0
411,60.0,830.0,2.0,49.178730378238456,2.0
412,61.0,64.0,2.0,33.82823285825829,2.0
413,61.0,65.0,2.0,40.37332305991136,2.0
414,61.0,66.0,2.0,47.315054267115656,2.0
415,61.0,778.0,2.0,45.26258645836496,2.0
416,61.0,781.0,2.0,38.55613719215686,2.0
417,61.0,782.0,2.0,36.21810493138068,2.0
418,61.0,783.0,2.0,34.67005324233759,2.0
419,61.0,784.0,2.0,34.599438140329774,2.0
420,61.0,785.0,2.0,29.8384143681691,2.0
421,61.0,786.0,2.0,32.48651138172209,2.0
422,61.0,787.0,2.0,27.487044106839686,2.0
423,61.0,788.0,2.0,35.47673244104307,2.0
424,61.0,789.0,2.0,40.23549082987294,2.0
425,61.0,790.0,2.0,38.582474282897465,2.0
426,61.0,791.0,2.0,46.10103138219566,2.0
427,61.0,792.0,2.0,46.66596426361565,2.0
428,63.0,64.0,2.0,33.52505910501478,2.0
429,63.0,65.0,2.0,40.5219094715442,2.0
430,63.0,66.0,2.0,47.87328922154888,2.0
431,63.0,781.0,2.0,48.06428830725177,2.0
432,63.0,782.0,2.0,45.378784466181536,2.0
433,63.0,783.0,2.0,43.381493343142886,2.0
434,63.0,784.0,2.0,42.87951232779739,2.0
435,63.0,785.0,2.0,38.15611737229905,2.0
436,63.0,786.0,2.0,39.18126587860642,2.0
437,63.0,787.0,2.0,33.30652238857487,2.0
438,63.0,788.0,2.0,40.98518232207142,2.0
439,63.0,789.0,2.0,44.90632432802309,2.0
440,63.0,790.0,2.0,44.07906058591853,2.0
441,64.0,66.0,4.0,14.412646056043132,2.0
442,64.0,67.0,4.0,21.461913599300313,2.0
443,64.0,68.0,1.0,30.37646202364334,1.0
444,64.0,780.0,2.0,49.70517941059501,2.0
445,64.0,781.0,2.0,42.23554310590957,2.0
446,64.0,782.0,2.0,38.406786814437794,2.0
447,64.0,783.0,2.0,34.85342047020732,2.0
448,64.0,784.0,2.0,32.54469208508526,2.0
449,64.0,785.0,2.0,30.276318651059714,2.0
450,64.0,786.0,4.0,24.269315473107095,2.0
451,64.0,787.0,4.0,19.458782156432523,2.0
452,64.0,788.0,4.0,20.833851054012253,2.0
453,64.0,789.0,4.0,20.255559639349162,2.0
454,64.0,790.0,4.0,22.451870121532558,2.0
455,64.0,791.0,4.0,23.30205643953899,2.0
456,64.0,792.0,2.0,26.95565183445599,2.0
457,64.0,793.0,2.0,27.423167366909215,2.0
458,64.0,794.0,2.0,43.68467645381681,2.0
459,64.0,829.0,2.0,49.3372419359661,2.0
460,64.0,830.0,2.0,44.50248604223034,2.0
461,65.0,66.0,4.0,7.396190189017723,2.0
462,65.0,67.0,4.0,14.44264824409434,2.0
463,65.0,68.0,3.0,23.356275638095983,1.0
464,65.0,780.0,2.0,49.63507546602597,2.0
465,65.0,781.0,2.0,43.655844236920856,2.0
466,65.0,782.0,2.0,39.871128269018264,2.0
467,65.0,783.0,2.0,36.28097626952018,2.0
468,65.0,784.0,2.0,33.761739905526646,2.0
469,65.0,785.0,2.0,32.42554659854575,2.0
470,65.0,786.0,2.0,25.397120852642594,2.0
471,65.0,787.0,4.0,22.05917202200159,2.0
472,65.0,788.0,4.0,20.780390316587965,2.0
473,65.0,789.0,4.0,18.307222703445078,2.0
474,65.0,790.0,4.0,21.44925014309505,2.0
475,65.0,791.0,4.0,19.613050772963792,2.0
476,65.0,792.0,4.0,23.876792750678128,2.0
477,65.0,793.0,4.0,22.78813794182332,2.0
478,65.0,794.0,2.0,37.43819485116077,2.0
479,65.0,795.0,2.0,44.00508156180539,2.0
480,65.0,827.0,2.0,48.74017678083519,2.0
481,65.0,828.0,2.0,45.630610403374135,2.0
482,65.0,829.0,2.0,43.2228823985209,2.0
483,65.0,830.0,2.0,38.59225083711373,2.0
484,66.0,68.0,4.0,15.972190998540214,2.0
485,66.0,781.0,2.0,45.96252913295615,2.0
486,66.0,782.0,2.0,42.32294241121375,2.0
487,66.0,783.0,2.0,38.812476026807936,2.0
488,66.0,784.0,2.0,36.18678140958515,2.0
489,66.0,785.0,2.0,35.77479914952052,2.0
490,66.0,786.0,2.0,28.181374753861455,2.0
491,66.0,787.0,2.0,26.343910002550025,2.0
492,66.0,788.0,4.0,22.852512869958094,2.0
493,66.0,789.0,4.0,18.71841275994433,2.0
494,66.0,790.0,4.0,22.491492859092155,2.0
495,66.0,791.0,4.0,17.677358200444694,2.0
496,66.0,792.0,4.0,22.287075170465233,2.0
497,66.0,793.0,4.0,19.192458864238468,2.0
498,66.0,794.0,2.0,31.02332107503155,2.0
499,66.0,827.0,2.0,42.784772464217006,2.0
500,66.0,828.0,2.0,39.815975127363,2.0
501,66.0,829.0,2.0,36.930665792517345,2.0
502,66.0,830.0,2.0,32.619096881396366,2.0
503,67.0,68.0,4.0,8.91981815957377,2.0
504,67.0,781.0,2.0,49.90722423971805,2.0
505,67.0,782.0,2.0,46.446538691041155,2.0
506,67.0,783.0,2.0,43.069675617257836,2.0
507,67.0,784.0,2.0,40.42775668746056,2.0
508,67.0,785.0,2.0,40.68852083086033,2.0
509,67.0,786.0,2.0,32.925525216648396,2.0
510,67.0,787.0,2.0,32.08618716043181,2.0
511,67.0,788.0,2.0,27.367097244441922,2.0
512,67.0,789.0,4.0,22.383215150706214,2.0
513,67.0,790.0,2.0,26.301717131390326,2.0
514,67.0,791.0,4.0,19.4759987005064,2.0
515,67.0,792.0,4.0,23.897814528334223,2.0
516,67.0,793.0,4.0,19.006647329800032,2.0
517,67.0,794.0,2.0,26.073896048479735,2.0
518,67.0,827.0,2.0,38.295912774963114,2.0
519,67.0,828.0,2.0,35.57657920112659,2.0
520,67.0,829.0,2.0,32.0480262562745,2.0
521,67.0,830.0,2.0,28.318902273483136,2.0
522,68.0,783.0,2.0,48.64631883853494,2.0
523,68.0,784.0,2.0,46.04848838456683,2.0
524,68.0,785.0,2.0,47.028308576988046,2.0
525,68.0,786.0,2.0,39.278874481507,2.0
526,68.0,787.0,2.0,39.45667217021203,2.0
527,68.0,788.0,2.0,33.69827926091488,2.0
528,68.0,789.0,2.0,28.216124010400097,2.0
529,68.0,790.0,2.0,32.0133683301527,2.0
530,68.0,791.0,4.0,23.851777764370038,2.0
531,68.0,792.0,2.0,27.58129952849132,2.0
532,68.0,793.0,4.0,21.35423316971033,2.0
533,68.0,794.0,4.0,20.65667737615199,2.0
534,68.0,795.0,2.0,25.262132088624657,2.0
